Date,Price,Open,High,Low,Volume,Chg%
"Aug 08, 2014","28,604","28,845","29,085","28,566",17.30K,-0.58%
"Aug 07, 2014","28,770","28,595","28,836","28,531",14.87K,0.48%
"Aug 06, 2014","28,633","28,175","28,717","28,175",18.79K,2.83%
"Aug 05, 2014","27,844","27,997","28,035","27,819",0.11K,-0.25%
"Aug 04, 2014","27,915","28,035","28,099","27,866",0.74K,-0.50%
"Aug 01, 2014","28,054","27,845","28,123","27,798",1.51K,0.85%
"Jul 31, 2014","27,818","27,805","27,956","27,752",10.46K,-0.42%
"Jul 30, 2014","27,934","27,853","27,979","27,723",12.49K,0.24%
"Jul 29, 2014","27,866","28,000","28,090","27,825",8.12K,-0.21%
"Jul 28, 2014","27,926","28,000","28,035","27,880",9.72K,-0.01%
"Jul 27, 2014","27,928","27,928","27,928","27,928",0,-0.04%
"Jul 25, 2014","27,938","27,661","27,965","27,651",11.20K,1.13%
"Jul 24, 2014","27,626","27,850","27,850","27,602",14.83K,-0.92%
"Jul 23, 2014","27,882","27,924","27,995","27,852",12.87K,-0.05%
"Jul 22, 2014","27,895","28,070","28,087","27,812",19.30K,-0.68%
"Jul 21, 2014","28,087","28,015","28,217","27,983",10.77K,0.32%
"Jul 20, 2014","27,997","27,997","27,997","27,997",0,0.01%
"Jul 18, 2014","27,993","28,158","28,179","27,917",12.64K,-0.73%
"Jul 17, 2014","28,199","27,745","28,398","27,743",24.02K,1.89%
"Jul 16, 2014","27,676","27,667","27,735","27,583",15.69K,0.10%
"Jul 15, 2014","27,648","27,857","27,948","27,587",18.72K,-0.41%
"Jul 14, 2014","27,762","28,221","28,304","27,726",19.03K,-1.97%
"Jul 13, 2014","28,320","28,320","28,320","28,320",0,0.00%
"Jul 12, 2014","28,320","28,320","28,320","28,320",0,-0.13%
"Jul 11, 2014","28,356","28,528","28,528","28,231",15.13K,-0.49%
"Jul 10, 2014","28,496","27,655","28,589","27,500",31.45K,3.20%
"Jul 09, 2014","27,613","27,545","27,698","27,544",12.58K,0.34%
"Jul 08, 2014","27,519","27,507","27,629","27,381",14.51K,0.11%
"Jul 07, 2014","27,490","27,482","27,522","27,382",9.74K,-0.24%
"Jul 04, 2014","27,557","27,487","27,595","27,451",9.49K,0.34%
"Jul 03, 2014","27,464","27,564","27,634","27,363",15.29K,-0.72%
"Jul 02, 2014","27,663","27,799","27,800","27,532",13.62K,-0.30%
"Jul 01, 2014","27,746","27,867","27,940","27,730",11.91K,-0.11%
"Jun 30, 2014","27,776","27,632","27,850","27,561",11.77K,0.38%
"Jun 27, 2014","27,672","27,705","27,799","27,605",10.95K,0.02%
"Jun 26, 2014","27,667","27,703","27,748","27,490",16.61K,-0.30%
"Jun 25, 2014","27,751","27,700","27,820","27,587",15.56K,0.07%
"Jun 24, 2014","27,731","27,641","27,870","27,585",15.40K,0.19%
"Jun 23, 2014","27,678","27,616","27,746","27,572",12.66K,0.04%
"Jun 20, 2014","27,668","27,636","27,820","27,468",18.35K,0.21%
"Jun 19, 2014","27,611","26,827","27,653","26,800",22.76K,2.93%
"Jun 18, 2014","26,826","26,787","26,964","26,690",16.09K,-0.05%
"Jun 17, 2014","26,839","26,775","26,904","26,550",17.66K,0.03%
"Jun 16, 2014","26,831","26,650","27,035","26,650",15.25K,0.77%
"Jun 13, 2014","26,627","26,362","26,660","26,321",12.97K,1.13%
"Jun 12, 2014","26,330","26,077","26,360","25,980",14.80K,0.99%
"Jun 11, 2014","26,073","26,189","26,199","25,956",13.03K,-0.25%
"Jun 10, 2014","26,139","25,984","26,164","25,951",12.11K,0.60%
"Jun 09, 2014","25,982","25,825","26,010","25,811",8.52K,0.46%
"Jun 06, 2014","25,863","25,936","25,988","25,755",11.75K,-3.83%
"Jun 05, 2014","26,894","26,615","26,970","26,511",0.15K,0.96%
"Jun 04, 2014","26,639","26,769","26,799","26,631",0.23K,-0.36%
"Jun 03, 2014","26,735","26,690","26,875","26,635",0.43K,0.13%
"Jun 02, 2014","26,701","26,830","26,939","26,655",2.12K,-0.60%
"May 30, 2014","26,863","26,816","26,910","26,709",10.40K,0.12%
"May 29, 2014","26,830","26,807","26,945","26,560",16.63K,-0.01%
"May 28, 2014","26,834","26,937","26,970","26,735",15.03K,-0.46%
"May 27, 2014","26,958","27,525","27,525","26,875",18.14K,-1.91%
"May 26, 2014","27,483","27,325","27,500","27,292",7.55K,0.49%
"May 23, 2014","27,349","27,295","27,395","27,155",10.26K,0.40%
"May 22, 2014","27,241","27,300","27,520","27,100",19.99K,-0.48%
"May 21, 2014","27,373","28,245","28,277","27,341",24.05K,-2.88%
"May 20, 2014","28,186","28,120","28,245","28,062",11.38K,0.15%
"May 19, 2014","28,144","28,050","28,299","28,030",10.63K,0.20%
"May 16, 2014","28,089","28,351","28,351","28,014",11.33K,-1.12%
"May 15, 2014","28,408","28,680","28,686","28,375",13.25K,-1.03%
"May 14, 2014","28,704","28,599","28,749","28,599",7.20K,0.85%
"May 13, 2014","28,462","28,590","28,650","28,432",10.63K,-0.58%
"May 12, 2014","28,628","28,474","28,798","28,350",12.06K,0.36%
"May 09, 2014","28,525","28,589","28,648","28,487",9.27K,0.01%
"May 08, 2014","28,523","28,555","28,624","28,452",10.91K,0.01%
"May 07, 2014","28,520","28,943","29,036","28,505",15.59K,-1.27%
"May 06, 2014","28,887","28,913","28,959","28,834",10.60K,-0.17%
"May 05, 2014","28,935","28,920","29,039","28,875",10.10K,0.22%
"May 02, 2014","28,871","28,597","28,889","28,420",16.14K,1.02%
"May 01, 2014","28,580","28,825","28,825","28,510",9.00K,-1.06%
"Apr 30, 2014","28,887","28,725","28,972","28,583",17.10K,0.48%
"Apr 29, 2014","28,750","28,902","28,902","28,691",15.62K,-0.76%
"Apr 28, 2014","28,970","28,980","29,020","28,875",10.38K,0.25%
"Apr 27, 2014","28,898","28,898","28,898","28,898",0,-0.02%
"Apr 25, 2014","28,905","28,845","28,965","28,757",15.68K,0.40%
"Apr 23, 2014","28,790","28,645","28,815","28,645",12.38K,0.67%
"Apr 22, 2014","28,599","28,536","28,678","28,482",15.45K,0.25%
"Apr 21, 2014","28,527","28,425","28,580","28,282",11.78K,-0.02%
"Apr 19, 2014","28,532","28,532","28,532","28,532",0,0.09%
"Apr 17, 2014","28,505","28,550","28,617","28,460",10.93K,-0.29%
"Apr 16, 2014","28,589","28,520","28,657","28,315",15.34K,0.06%
"Apr 15, 2014","28,573","28,850","28,850","28,200",18.55K,-1.33%
"Apr 14, 2014","28,959","28,845","28,986","28,843",5.17K,0.71%
"Apr 11, 2014","28,756","28,799","28,844","28,670",11.38K,-0.09%
"Apr 10, 2014","28,781","28,450","28,814","28,450",14.69K,1.28%
"Apr 09, 2014","28,417","28,475","28,559","28,353",14.20K,-0.21%
"Apr 08, 2014","28,477","28,398","28,586","28,397",7.15K,0.53%
"Apr 07, 2014","28,326","28,230","28,360","28,221",9.70K,0.28%
"Apr 05, 2014","28,246","28,246","28,246","28,246",0,-0.77%
"Apr 04, 2014","28,464","28,435","28,623","28,361",0.12K,0.10%
"Apr 03, 2014","28,435","28,440","28,550","28,380",0.14K,0.89%
"Apr 02, 2014","28,184","27,923","28,399","27,861",0.55K,0.37%
"Apr 01, 2014","28,080","28,610","28,615","28,001",2.26K,-1.60%
"Mar 31, 2014","28,536","28,448","28,790","28,363",9.12K,0.55%
"Mar 28, 2014","28,380","28,360","28,490","28,119",16.23K,-0.24%
"Mar 27, 2014","28,449","28,557","28,700","28,290",18.63K,-0.43%
"Mar 26, 2014","28,571","29,050","29,050","28,380",16.19K,-1.13%
"Mar 25, 2014","28,898","29,110","29,260","28,863",17.22K,-0.90%
"Mar 24, 2014","29,159","29,700","29,700","29,121",14.02K,-1.96%
"Mar 21, 2014","29,742","29,757","29,917","29,696",12.20K,-0.03%
"Mar 20, 2014","29,751","29,930","29,973","29,721",14.60K,-0.77%
"Mar 19, 2014","29,981","30,211","30,222","29,926",15.22K,-0.74%
"Mar 18, 2014","30,205","30,350","30,350","30,112",13.23K,-0.56%
"Mar 17, 2014","30,375","30,560","30,566","30,352",4.29K,-0.72%
"Mar 14, 2014","30,595","30,585","30,737","30,452",16.11K,0.15%
"Mar 13, 2014","30,549","30,537","30,575","30,322",13.64K,0.25%
"Mar 12, 2014","30,472","30,280","30,546","30,280",15.88K,0.74%
"Mar 11, 2014","30,247","30,025","30,335","29,963",18.87K,0.41%
"Mar 10, 2014","30,123","30,063","30,148","29,956",10.74K,-0.02%
"Mar 07, 2014","30,130","30,202","30,340","29,930",16.10K,-0.26%
"Mar 06, 2014","30,209","30,082","30,235","29,900",18.87K,0.17%
"Mar 05, 2014","30,158","30,191","30,318","30,080",18.01K,-0.01%
"Mar 04, 2014","30,160","30,650","30,650","30,051",23.64K,-1.54%
"Mar 03, 2014","30,631","30,192","30,660","30,192",15.98K,1.80%
"Feb 28, 2014","30,090","30,026","30,400","30,026",14.47K,0.00%
"Feb 27, 2014","30,089","30,090","30,185","30,010",7.61K,0.16%
"Feb 26, 2014","30,042","30,240","30,240","29,883",18.14K,-0.65%
"Feb 25, 2014","30,240","30,035","30,267","30,035",12.94K,0.40%
"Feb 24, 2014","30,120","29,881","30,174","29,881",11.70K,0.77%
"Feb 21, 2014","29,889","29,865","29,970","29,772",9.91K,0.02%
"Feb 20, 2014","29,882","29,960","29,980","29,790",12.59K,-0.50%
"Feb 19, 2014","30,031","30,132","30,150","29,752",19.40K,-0.64%
"Feb 18, 2014","30,224","30,035","30,260","29,974",19.00K,0.22%
"Feb 17, 2014","30,157","29,445","30,218","29,384",21.93K,2.66%
"Feb 14, 2014","29,375","29,230","29,425","29,230",12.78K,0.65%
"Feb 13, 2014","29,184","29,120","29,218","29,062",12.35K,0.18%
"Feb 12, 2014","29,132","29,070","29,160","29,006",12.82K,0.10%
"Feb 11, 2014","29,104","28,980","29,174","28,980",16.59K,0.58%
"Feb 10, 2014","28,935","28,850","29,009","28,825",13.02K,0.63%
"Feb 07, 2014","28,754","28,730","28,900","28,683",16.02K,0.36%
"Feb 06, 2014","28,650","28,680","28,940","28,625",15.79K,-8.67%
"Feb 05, 2014","31,370","29,796","31,468","29,748",0.27K,5.67%
"Feb 04, 2014","29,688","29,701","29,834","29,600",0.34K,-0.53%
"Feb 03, 2014","29,845","29,500","29,885","29,399",0.65K,1.30%
"Jan 31, 2014","29,462","29,363","29,584","29,255",9.71K,0.29%
"Jan 30, 2014","29,378","29,789","29,820","29,353",14.40K,-1.21%
"Jan 29, 2014","29,738","29,450","29,840","29,346",17.34K,0.74%
"Jan 28, 2014","29,521","29,718","29,718","29,470",13.38K,-0.93%
"Jan 27, 2014","29,798","29,550","29,849","29,550",12.88K,0.95%
"Jan 24, 2014","29,519","29,270","29,675","29,252",16.34K,0.56%
"Jan 23, 2014","29,355","29,102","29,389","28,965",26.69K,0.70%
"Jan 22, 2014","29,150","29,208","29,278","29,121",12.56K,-0.31%
"Jan 21, 2014","29,241","29,238","29,298","29,130",18.60K,-0.16%
"Jan 20, 2014","29,288","29,288","29,390","29,261",8.70K,0.08%
"Jan 17, 2014","29,265","29,031","29,310","28,911",15.06K,0.80%
"Jan 16, 2014","29,034","29,049","29,141","28,953",12.56K,0.05%
"Jan 15, 2014","29,019","29,023","29,074","28,865",13.72K,-0.26%
"Jan 14, 2014","29,096","29,171","29,314","29,031",10.37K,-0.40%
"Jan 13, 2014","29,212","29,045","29,232","29,012",12.75K,0.62%
"Jan 10, 2014","29,033","28,878","29,070","28,811",15.42K,0.59%
"Jan 09, 2014","28,862","28,875","28,912","28,712",15.04K,0.23%
"Jan 08, 2014","28,796","28,766","28,878","28,671",15.84K,-0.13%
"Jan 07, 2014","28,834","29,001","29,060","28,802",16.95K,-0.48%
"Jan 06, 2014","28,974","29,213","29,276","28,890",19.95K,-0.63%
"Jan 04, 2014","29,159","29,159","29,159","29,159",0,0.00%
"Jan 03, 2014","29,159","29,000","29,242","28,833",18.99K,0.66%
"Jan 02, 2014","28,968","28,490","28,995","28,490",16.49K,1.94%
"Jan 01, 2014","28,418","28,400","28,490","28,390",2.79K,-0.01%
"Dec 31, 2013","28,422","28,326","28,578","28,075",18.19K,0.22%
"Dec 30, 2013","28,359","28,551","28,551","28,331",10.31K,-0.72%
"Dec 27, 2013","28,564","28,634","28,640","28,250",11.70K,-0.04%
"Dec 26, 2013","28,576","28,475","28,697","28,455",10.16K,0.43%
"Dec 24, 2013","28,454","28,383","28,479","28,282",9.37K,0.32%
"Dec 23, 2013","28,364","28,526","28,550","28,310",12.08K,-0.67%
"Dec 20, 2013","28,554","28,360","28,649","28,276",18.97K,0.68%
"Dec 19, 2013","28,362","28,767","28,785","28,335",21.65K,-1.75%
"Dec 18, 2013","28,868","28,735","28,920","28,672",17.27K,0.66%
"Dec 17, 2013","28,678","28,752","28,990","28,642",22.80K,-0.53%
"Dec 16, 2013","28,831","29,371","29,371","28,766",23.76K,-2.04%
"Dec 13, 2013","29,432","29,200","29,450","29,158",16.21K,0.72%
"Dec 12, 2013","29,223","29,501","29,501","29,150",18.73K,-0.80%
"Dec 11, 2013","29,460","29,499","29,639","29,272",18.05K,-0.25%
"Dec 10, 2013","29,535","29,190","29,575","29,190",17.31K,1.44%
"Dec 09, 2013","29,117","28,921","29,159","28,842",13.20K,0.56%
"Dec 06, 2013","28,954","29,151","29,350","28,720",22.20K,-4.37%
"Dec 05, 2013","30,278","30,652","30,957","29,601",0.29K,-2.17%
"Dec 04, 2013","30,950","30,340","31,062","30,220",0.31K,1.92%
"Dec 03, 2013","30,368","30,084","30,394","30,050",0.52K,1.03%
"Dec 02, 2013","30,057","30,179","30,233","30,013",1.54K,-0.59%
"Nov 29, 2013","30,236","30,047","30,330","30,015",11.92K,0.26%
"Nov 28, 2013","30,159","29,939","30,210","29,911",9.89K,0.55%
"Nov 27, 2013","29,995","30,148","30,266","29,888",17.61K,-0.46%
"Nov 26, 2013","30,133","30,313","30,444","30,077",15.12K,-0.13%
"Nov 25, 2013","30,171","29,780","30,237","29,615",18.13K,1.08%
"Nov 22, 2013","29,848","30,262","30,320","29,812",17.38K,-1.41%
"Nov 21, 2013","30,274","30,030","30,338","29,917",19.40K,0.68%
"Nov 20, 2013","30,070","30,331","30,487","30,032",19.34K,-0.80%
"Nov 19, 2013","30,313","30,077","30,379","29,954",15.38K,0.87%
"Nov 18, 2013","30,051","30,294","30,350","30,015",14.58K,-0.93%
"Nov 15, 2013","30,332","30,256","30,395","30,235",4.94K,0.02%
"Nov 14, 2013","30,325","30,115","30,437","30,115",16.14K,0.89%
"Nov 13, 2013","30,057","30,300","30,300","29,972",18.77K,-1.16%
"Nov 12, 2013","30,411","30,053","30,445","30,021",17.40K,0.89%
"Nov 11, 2013","30,143","29,763","30,499","29,727",17.76K,1.47%
"Nov 08, 2013","29,705","29,986","30,070","29,674",17.86K,-0.72%
"Nov 07, 2013","29,920","30,050","30,264","29,726",22.98K,-0.38%
"Nov 06, 2013","30,035","29,702","30,097","29,617",14.08K,1.16%
"Nov 05, 2013","29,692","29,774","29,810","29,550",11.06K,-0.43%
"Nov 04, 2013","29,821","29,855","29,938","29,784",3.29K,-0.17%
"Nov 03, 2013","29,871","29,893","29,930","29,845",1.75K,0.15%
"Nov 01, 2013","29,826","29,889","30,075","29,733",14.41K,0.11%
"Oct 31, 2013","29,793","30,200","30,200","29,660",17.84K,-1.21%
"Oct 30, 2013","30,158","30,100","30,450","29,976",18.98K,0.04%
"Oct 29, 2013","30,146","30,770","30,966","29,925",30.84K,-1.99%
"Oct 28, 2013","30,758","30,712","31,164","30,445",16.87K,0.08%
"Oct 25, 2013","30,734","30,499","30,824","30,417",18.15K,0.56%
"Oct 24, 2013","30,562","30,175","30,635","30,123",19.47K,1.30%
"Oct 23, 2013","30,171","30,078","30,269","30,054",14.65K,0.17%
"Oct 22, 2013","30,121","29,743","30,163","29,630",20.12K,1.23%
"Oct 21, 2013","29,756","29,674","29,829","29,613",13.20K,0.94%
"Oct 18, 2013","29,480","29,367","29,885","29,300",19.13K,-0.20%
"Oct 17, 2013","29,538","28,900","29,675","28,750",25.56K,2.04%
"Oct 16, 2013","28,948","28,930","29,089","28,652",10.62K,0.21%
"Oct 15, 2013","28,886","28,607","28,928","28,376",25.09K,0.34%
"Oct 14, 2013","28,787","28,350","29,072","28,350",16.87K,1.49%
"Oct 11, 2013","28,365","28,794","28,794","28,321",23.49K,-1.70%
"Oct 10, 2013","28,857","29,358","29,389","28,802",19.43K,-1.52%
"Oct 09, 2013","29,303","29,601","29,649","29,011",20.42K,-1.07%
"Oct 08, 2013","29,619","29,510","29,750","29,401",18.91K,0.45%
"Oct 07, 2013","29,486","29,259","29,579","29,211",13.13K,-0.02%
"Oct 04, 2013","29,493","29,930","30,379","29,351",0.27K,-2.35%
"Oct 03, 2013","30,204","29,644","30,330","29,571",0.64K,2.29%
"Oct 01, 2013","29,528","30,353","30,430","29,352",2.15K,-2.95%
"Sep 30, 2013","30,425","30,620","30,840","30,160",13.24K,-0.98%
"Sep 27, 2013","30,726","29,809","30,849","29,718",19.61K,2.88%
"Sep 26, 2013","29,865","30,156","30,240","29,757",18.84K,-1.16%
"Sep 25, 2013","30,215","29,860","30,290","29,860",21.17K,1.32%
"Sep 24, 2013","29,820","29,919","29,920","29,578",17.37K,-0.18%
"Sep 23, 2013","29,874","29,812","29,918","29,540",18.03K,-0.13%
"Sep 20, 2013","29,912","30,422","30,590","29,836",24.25K,-2.07%
"Sep 19, 2013","30,544","30,204","30,694","30,105",25.88K,1.85%
"Sep 18, 2013","29,990","29,441","30,100","29,277",21.91K,0.90%
"Sep 17, 2013","29,723","29,868","30,275","29,617",25.67K,-0.21%
"Sep 16, 2013","29,787","30,050","30,051","29,400",20.42K,-1.13%
"Sep 14, 2013","30,128","29,750","30,159","29,750",2.08K,1.88%
"Sep 13, 2013","29,571","30,091","30,162","29,501",22.75K,-1.58%
"Sep 12, 2013","30,047","30,551","30,679","29,875",27.17K,-2.07%
"Sep 11, 2013","30,682","30,911","31,085","30,442",18.56K,-0.23%
"Sep 10, 2013","30,753","31,329","31,497","30,502",23.29K,-2.50%
"Sep 09, 2013","31,540","31,802","31,967","31,502",6.92K,-1.08%
"Sep 07, 2013","31,884","31,960","31,960","31,825",0.57K,0.07%
"Sep 06, 2013","31,861","32,249","32,308","31,564",24.02K,-1.11%
"Sep 05, 2013","32,218","32,488","32,838","32,026",26.92K,-1.18%
"Sep 04, 2013","32,604","34,375","34,549","32,410",28.21K,-5.33%
"Sep 03, 2013","34,439","32,941","34,495","32,940",22.26K,4.16%
"Sep 02, 2013","33,064","32,815","33,149","32,426",13.61K,0.23%
"Aug 31, 2013","32,989","32,853","33,015","32,845",1.41K,-0.14%
"Aug 30, 2013","33,034","33,648","33,648","32,555",29.16K,-1.83%
"Aug 29, 2013","33,650","33,564","33,862","33,051",30.73K,0.73%
"Aug 28, 2013","33,405","33,920","35,074","33,181",41.99K,-0.92%
"Aug 27, 2013","33,715","31,974","33,824","31,974",32.39K,5.77%
"Aug 26, 2013","31,876","31,806","32,050","31,686",21.51K,0.38%
"Aug 24, 2013","31,756","31,900","31,935","31,725",1.88K,-0.47%
"Aug 23, 2013","31,905","31,288","31,950","30,980",28.04K,2.46%
"Aug 22, 2013","31,140","31,216","31,688","31,055",30.39K,-0.97%
"Aug 21, 2013","31,444","30,740","31,544","30,625",24.49K,2.05%
"Aug 20, 2013","30,812","31,175","31,179","30,240",27.72K,-1.13%
"Aug 19, 2013","31,165","30,807","31,278","30,680",19.89K,1.05%
"Aug 17, 2013","30,840","30,888","30,969","30,681",2.35K,0.28%
"Aug 16, 2013","30,755","29,290","30,870","29,290",28.41K,5.38%
"Aug 14, 2013","29,186","28,900","29,240","28,755",22.00K,1.05%
"Aug 13, 2013","28,882","28,985","29,333","28,720",37.40K,-0.14%
"Aug 12, 2013","28,923","28,029","29,049","28,029",28.02K,3.64%
"Aug 10, 2013","27,906","27,924","27,939","27,875",0.87K,0.02%
"Aug 09, 2013","27,900","27,945","28,028","27,770",9.19K,-0.05%
"Aug 08, 2013","27,913","27,755","27,960","27,532",23.21K,0.85%
"Aug 07, 2013","27,677","27,619","27,718","27,342",25.84K,0.23%
"Aug 06, 2013","27,614","27,870","27,966","27,562",23.40K,-3.24%
"Aug 05, 2013","28,540","28,598","28,630","27,700",0.42K,0.22%
"Aug 03, 2013","28,477","28,568","28,576","28,422",0.10K,-0.03%
"Aug 02, 2013","28,486","28,130","28,739","27,825",0.66K,0.94%
"Aug 01, 2013","28,220","28,300","28,499","28,055",3.02K,0.05%
"Jul 31, 2013","28,207","28,790","29,010","27,926",21.20K,-1.73%
"Jul 30, 2013","28,705","28,300","28,770","28,075",24.80K,1.51%
"Jul 29, 2013","28,277","27,566","28,444","27,552",29.36K,2.34%
"Jul 27, 2013","27,631","27,470","27,644","27,470",3.58K,0.82%
"Jul 26, 2013","27,405","27,442","27,543","27,185",27.57K,0.00%
"Jul 25, 2013","27,404","27,255","27,448","27,012",30.16K,0.60%
"Jul 24, 2013","27,240","27,600","27,716","27,213",28.59K,-1.21%
"Jul 23, 2013","27,574","27,601","27,668","27,453",21.56K,0.05%
"Jul 22, 2013","27,560","26,786","27,620","26,786",29.86K,3.20%
"Jul 20, 2013","26,705","26,739","26,745","26,690",1.17K,0.04%
"Jul 19, 2013","26,695","26,700","26,814","26,611",19.41K,0.14%
"Jul 18, 2013","26,658","26,414","26,688","26,414",24.60K,1.18%
"Jul 17, 2013","26,347","26,400","26,798","26,240",33.76K,-0.46%
"Jul 16, 2013","26,469","26,380","26,620","26,340",24.95K,0.12%
"Jul 15, 2013","26,438","26,794","26,925","26,388",24.49K,-1.14%
"Jul 13, 2013","26,743","26,640","26,777","26,640",1.65K,0.53%
"Jul 12, 2013","26,601","26,693","26,693","26,444",24.49K,-0.28%
"Jul 11, 2013","26,677","26,185","26,858","26,185",31.65K,2.20%
"Jul 10, 2013","26,103","26,009","26,251","25,976",24.90K,0.36%
"Jul 09, 2013","26,010","26,147","26,296","25,976",25.10K,-0.37%
"Jul 08, 2013","26,107","25,988","26,192","25,887",23.57K,0.28%
"Jul 06, 2013","26,034","25,850","26,046","25,850",2.12K,0.76%
"Jul 05, 2013","25,838","26,175","26,175","25,710",36.00K,-1.17%
"Jul 04, 2013","26,143","26,202","26,269","26,109",15.86K,-0.58%
"Jul 03, 2013","26,296","26,052","26,430","26,020",34.57K,1.50%
"Jul 02, 2013","25,907","26,005","26,240","25,821",29.95K,-0.28%
"Jul 01, 2013","25,981","25,769","26,075","25,574",33.69K,1.22%
"Jun 29, 2013","25,669","25,650","25,735","25,635",3.08K,0.28%
"Jun 28, 2013","25,598","25,247","25,655","24,830",88.23K,0.88%
"Jun 27, 2013","25,375","26,151","26,279","25,265",65.52K,-2.91%
"Jun 26, 2013","26,136","26,535","26,535","25,758",80.55K,-1.59%
"Jun 25, 2013","26,559","26,666","26,775","26,512",45.62K,-0.62%
"Jun 24, 2013","26,725","27,000","27,000","26,650",47.08K,-1.09%
"Jun 22, 2013","27,020","26,980","27,043","26,975",1.88K,0.29%
"Jun 21, 2013","26,943","26,886","27,000","26,706",52.90K,0.28%
"Jun 20, 2013","26,869","28,000","28,000","26,829",102.18K,-4.08%
"Jun 19, 2013","28,011","27,914","28,066","27,851",29.67K,0.16%
"Jun 18, 2013","27,967","27,941","28,119","27,840",41.56K,0.35%
"Jun 17, 2013","27,869","27,899","27,947","27,751",25.18K,-0.04%
"Jun 15, 2013","27,879","27,826","27,898","27,822",1.79K,0.24%
"Jun 14, 2013","27,811","27,785","27,843","27,565",36.63K,0.16%
"Jun 13, 2013","27,766","28,000","28,186","27,711",45.54K,-0.67%
"Jun 12, 2013","27,952","27,863","27,997","27,601",41.20K,0.22%
"Jun 11, 2013","27,892","28,041","28,288","27,678",49.81K,-0.42%
"Jun 10, 2013","28,011","27,617","28,034","27,586",38.93K,1.56%
"Jun 08, 2013","27,580","27,532","27,593","27,532",1.34K,0.17%
"Jun 07, 2013","27,532","27,851","28,099","27,420",54.53K,-1.34%
"Jun 06, 2013","27,905","27,621","28,038","27,490",52.24K,1.82%
"Jun 05, 2013","27,406","27,080","27,733","27,003",0.50K,1.48%
"Jun 04, 2013","27,007","27,160","27,272","26,900",1.00K,-0.63%
"Jun 03, 2013","27,179","26,895","27,221","26,780",1.51K,1.37%
"Jun 01, 2013","26,811","26,869","26,895","26,776",1.47K,-0.23%
"May 31, 2013","26,874","27,176","27,308","26,851",35.84K,-1.05%
"May 30, 2013","27,158","26,636","27,198","26,555",44.47K,1.98%
"May 29, 2013","26,630","26,481","26,659","26,382",32.27K,0.83%
"May 28, 2013","26,411","26,426","26,826","26,202",52.19K,-0.13%
"May 27, 2013","26,446","26,439","26,489","26,364",13.69K,0.15%
"May 24, 2013","26,406","26,463","26,537","26,250",35.32K,-0.13%
"May 23, 2013","26,440","26,020","26,480","26,020",54.08K,1.84%
"May 22, 2013","25,963","26,174","26,677","25,902",70.33K,-0.56%
"May 21, 2013","26,110","26,140","26,362","25,843",53.16K,0.08%
"May 20, 2013","26,088","25,790","26,339","25,373",58.81K,0.98%
"May 18, 2013","25,835","25,854","25,854","25,785",2.88K,-0.19%
"May 17, 2013","25,884","26,044","26,142","25,776",55.01K,-0.95%
"May 16, 2013","26,131","26,222","26,222","25,860",58.97K,-0.68%
"May 15, 2013","26,310","26,700","26,704","26,188",68.38K,-1.49%
"May 14, 2013","26,707","26,855","26,918","26,652",46.12K,-0.55%
"May 13, 2013","26,854","26,888","26,888","26,676",44.54K,-0.54%
"May 11, 2013","26,999","26,888","27,015","26,888",3.93K,0.58%
"May 10, 2013","26,843","27,100","27,116","26,586",58.87K,-1.19%
"May 09, 2013","27,166","27,167","27,214","26,951",36.16K,0.27%
"May 08, 2013","27,093","26,745","27,150","26,712",41.10K,1.39%
"May 07, 2013","26,722","27,040","27,049","26,594",46.68K,-1.38%
"May 06, 2013","27,096","27,006","27,234","27,005",27.08K,0.50%
"May 04, 2013","26,962","26,866","26,970","26,866",2.21K,0.51%
"May 03, 2013","26,825","27,020","27,300","26,767",49.92K,-0.33%
"May 02, 2013","26,914","26,606","27,000","26,543",42.33K,1.41%
"May 01, 2013","26,540","26,833","26,859","26,365",30.92K,-1.36%
"Apr 30, 2013","26,905","27,107","27,200","26,810",43.24K,-0.91%
"Apr 29, 2013","27,151","27,200","27,329","27,063",33.82K,-0.14%
"Apr 27, 2013","27,189","27,098","27,198","27,086",3.36K,0.50%
"Apr 26, 2013","27,055","27,135","27,447","26,886",67.09K,0.05%
"Apr 25, 2013","27,041","26,449","27,097","26,449",47.56K,2.47%
"Apr 24, 2013","26,388","26,290","26,485","26,238",23.90K,0.86%
"Apr 23, 2013","26,164","26,419","26,448","26,062",60.56K,-0.75%
"Apr 22, 2013","26,363","26,184","26,542","26,184",49.22K,1.21%
"Apr 20, 2013","26,047","25,867","26,069","25,867",5.51K,0.94%
"Apr 19, 2013","25,804","25,940","26,043","25,694",24.29K,0.40%
"Apr 18, 2013","25,700","25,562","25,880","25,333",57.46K,0.08%
"Apr 17, 2013","25,679","25,650","25,900","25,435",56.20K,-0.34%
"Apr 16, 2013","25,766","25,460","26,131","25,270",86.25K,0.51%
"Apr 15, 2013","25,634","27,450","27,450","25,450",146.08K,-8.20%
"Apr 13, 2013","27,925","27,895","27,955","27,680",9.04K,-0.90%
"Apr 12, 2013","28,180","29,208","29,229","28,100",76.48K,-3.44%
"Apr 11, 2013","29,184","29,216","29,288","29,055",38.93K,-0.16%
"Apr 10, 2013","29,230","29,699","29,724","29,182",46.03K,-1.41%
"Apr 09, 2013","29,647","29,525","29,725","29,430",31.13K,0.36%
"Apr 08, 2013","29,540","29,701","29,751","29,463",24.66K,-0.76%
